name,group
baklava,pastry
bomboloni,pastry
canelé,pastry
cinnamon roll,pastry
croissant,pastry
cronut,pastry
doughnut,pastry
éclair,pastry
gulab jamun,pastry
kouign-amann,pastry
mille-feuille,pastry
morning bun,pastry
pain au chocolat,pastry
pastel de nata,pastry
profiterole,pastry
rugelach,pastry
shortcake,pastry
stollen,pastry
strudel,pastry
toaster strudel,pastry
